-21.465820    0.004883    21.465820
49910.445312    -7621.210938    50488.960938
39877.941406    19644.517578    44453.992188
31828.619141    9531.684570    33225.199219
45511.531250    594.826782    45515.417969
35872.777344    -3690.424561    36062.105469
44107.257812    13657.627930    46173.378906
38053.003906    -3780.812744    38240.367188
34593.773438    -12128.616211    36658.320312
30634.869141    15014.061523    34116.230469
40925.093750    -2244.035645    40986.570312
30717.363281    -4825.503906    31094.082031
35305.035156    6073.518066    35823.640625
37374.011719    -6899.987793    38005.613281
28985.816406    2778.761230    29118.707031
34312.394531    7061.949219    35031.578125
27453.134766    -107.902695    27453.347656
40046.453125    6302.903320    40539.425781
38171.144531    2516.712891    38254.019531
45521.601562    6928.138672    46045.796875
54072.332031    2029.659668    54110.414062
58471.320312    5573.517578    58736.355469
47846.304688    -17919.578125    51091.878906
34124.390625    -16034.092773    37703.660156
15765.588867    -2455.053223    15955.596680
29024.837891    -1042.854614    29043.566406
20818.341797    -4024.281006    21203.730469
23364.005859    15799.416992    28204.580078
65673.101562    -20169.992188    68700.687500
48480.093750    -8443.593750    49209.894531
42734.320312    5156.251953    43044.265625
15033.985352    37031.035156    39966.464844
11219.052734    -11387.517578    15985.703125
27449.378906    69335.679688    74571.476562
44147.121094    -29793.312500    53259.832031
-163774.000000    75361.562500    180281.140625
71738.820312    -18095.654297    73985.882812
-29302.503906    99334.367188    103566.171875
-21784.115234    -9433.295898    23738.886719
65539.312500    73776.648438    98683.312500
113301.796875    66621.062500    131436.906250
16635.150391    21255.466797    26991.167969
130382.601562    8377.058594    130651.437500
77764.351562    -21061.005859    80565.875000
33092.460938    8534.616211    34175.292969
-8833.036133    31413.144531    32631.398438
189.164047    5831.274902    5834.342285
24280.353516    50767.023438    56274.562500
70778.523438    -9484.675781    71411.195312
67531.546875    16281.590820    69466.539062
59347.574219    36747.062500    69803.164062
86849.914062    9816.306641    87402.898438
39666.074219    5911.601074    40104.171875
53609.542969    -647.589600    53613.453125
68878.164062    35435.207031    77458.734375
58479.000000    7677.373047    58980.804688
50753.746094    20710.949219    54816.839844
44942.585938    9452.810547    45925.937500
76848.296875    28392.238281    81925.453125
48140.265625    12698.771484    49786.984375
68821.390625    15368.562500    70516.500000
66142.515625    -3327.282715    66226.148438
42960.835938    -19439.156250    47154.152344
37609.781250    79992.132812    88392.515625
11143.573242    -32102.132812    33981.261719
75854.281250    -25920.216797    80160.648438
242289.765625    -90021.523438    258472.828125
166541.328125    -23238.566406    168154.828125
-20620.384766    101453.546875    103527.882812
61351.031250    -48621.156250    78281.328125
366204.906250    -99174.218750    379396.281250
437122.156250    83702.773438    445063.968750
192503.359375    -186064.500000    267726.625000
289322.218750    261381.171875    389907.000000
263733.312500    414827.187500    491565.718750
216528.312500    82180.906250    231599.250000
-253639.953125    322304.500000    410138.281250
452787.968750    -1089056.000000    1179432.000000
190172.015625    873293.312500    893759.812500
1070785.375000    790931.187500    1331222.500000
-1834059.125000    -102324.367188    1836911.250000
2010020.750000    27950.353516    2010215.125000
-395343.968750    592079.250000    711937.312500
-1339208.125000    365847.656250    1388280.625000
-1542037.250000    -740694.812500    1710703.875000
-1173743.125000    -676132.312500    1354558.125000
-739158.500000    314748.656250    803381.625000
1272059.875000    -923866.312500    1572153.000000
-729898.687500    -1203540.000000    1407572.625000
465655.031250    -1015059.000000    1116771.875000
-1239194.125000    41156.632812    1239877.375000
1803430.500000    783251.562500    1966175.125000
685444.250000    798398.812500    1052271.125000
431236.531250    562764.437500    708991.375000
572112.437500    -298078.343750    645107.250000
-482367.968750    -686752.812500    839230.812500
-266105.875000    -562062.625000    621873.562500
271984.718750    -69364.734375    280690.500000
-919550.250000    483074.125000    1038717.125000
419206.750000    -89917.812500    428741.750000
653679.375000    -495176.031250    820058.562500
-183795.187500    281537.312500    336220.062500
-312972.312500    25539.490234    314012.625000
-157936.093750    -424775.687500    453186.718750
-99106.476562    196997.875000    220522.687500
-495778.468750    12085.032227    495925.750000
-82759.453125    -35291.453125    89970.070312
-417002.218750    78228.171875    424276.437500
-144214.109375    -187282.796875    236373.765625
-92722.078125    -157067.125000    182393.718750
89098.054688    -328252.468750    340129.625000
379051.968750    -618218.125000    725171.750000
319043.312500    -138403.640625    347770.343750
-352162.843750    -77334.195312    360554.093750
-111184.375000    114669.109375    159721.531250
533956.125000    10485.247070    534059.062500
-134662.671875    -44467.625000    141814.687500
-78857.390625    -411043.875000    418539.781250
-252574.625000    394649.562500    468553.312500
231765.859375    -81619.367188    245717.593750
-19107.916016    156335.593750    157498.984375
-330814.312500    -21354.050781    331502.812500
124245.742188    79736.507812    147631.000000
-62641.671875    40793.820312    74753.695312
-66927.625000    -244754.609375    253740.281250
303982.531250    -194190.593750    360715.093750
238112.187500    262773.406250    354608.625000
-89561.453125    43295.214844    99477.281250
-87664.875000    1505.989990    87677.812500
105145.914062    60401.898438    121260.265625
-456924.093750    -53891.109375    460091.156250
36803.070312    244323.843750    247080.156250
27759.017578    -223173.078125    224892.828125
-243757.640625    154159.984375    288414.781250
18104.058594    -24123.964844    30161.609375
-152871.687500    -184403.125000    239529.250000
164465.109375    2497.255371    164484.062500
-79206.718750    -261572.062500    273301.375000
-11904.016602    65904.164062    66970.625000
21700.248047    126200.031250    128052.132812
77101.773438    -88220.703125    117164.742188
-194983.359375    -222139.609375    295574.906250
-59666.785156    72368.625000    93794.148438
202462.843750    362294.531250    415028.343750
400253.281250    160162.109375    431108.562500
-127435.312500    117565.656250    173382.359375
-7163.695312    72988.796875    73339.507812
6770.055664    -66129.953125    66475.593750
178212.656250    30741.458984    180844.656250
-84508.585938    -3125.839844    84566.375000
163280.296875    -34423.062500    166869.421875
31632.777344    33401.613281    46003.265625
-15597.665039    23724.582031    28392.656250
60270.339844    25621.664062    65490.332031
-134061.453125    -39696.593750    139815.203125
30574.207031    -10641.059570    32373.048828
126861.617188    42849.218750    133902.671875
-88015.078125    -73161.039062    114451.703125
-95993.234375    -62063.511719    114309.140625
-56591.332031    170703.375000    179839.437500
-73629.007812    27567.593750    78620.625000
-39794.351562    -71621.859375    81934.617188
-164906.625000    -74461.796875    180938.531250
-59070.972656    -30473.796875    66468.281250
15746.266602    207995.921875    208591.093750
43648.203125    -45054.765625    62730.355469
92630.375000    49160.656250    104867.328125
78187.593750    160925.593750    178914.359375
-8169.787598    -83260.164062    83660.023438
39183.339844    52812.113281    65760.578125
29533.902344    7167.650391    30391.226562
-94654.562500    182612.453125    205686.156250
60427.035156    17226.279297    62834.476562
61271.710938    -10385.887695    62145.710938
71336.742188    23444.281250    75090.375000
-84793.304688    -144392.984375    167449.203125
-47612.058594    58457.050781    75393.203125
8333.038086    57678.757812    58277.597656
-54974.625000    53266.000000    76547.210938
143185.921875    -99380.835938    174295.031250
71531.984375    -35928.054688    80047.796875
-31458.269531    -2664.046631    31570.871094
106173.492188    16796.689453    107493.898438
-29554.498047    47206.375000    55694.796875
54405.074219    -18164.429688    57357.289062
-38205.851562    92373.468750    99962.718750
-109437.906250    35925.746094    115183.828125
-11823.958008    -68243.953125    69260.687500
62573.769531    38822.269531    73638.609375
14148.889648    -133888.734375    134634.265625
-52323.078125    -131982.796875    141975.921875
-126681.382812    45593.421875    134636.296875
12513.525391    -69367.859375    70487.507812
33980.203125    -25833.513672    42685.179688
-2672.309814    16737.707031    16949.693359
-47057.085938    -37277.777344    60033.339844
29764.937500    -5853.191406    30334.984375
68494.507812    -19501.123047    71216.507812
79840.828125    85586.984375    117045.671875
95535.601562    94584.039062    134436.562500
31393.746094    83204.453125    88930.015625
-14113.896484    114283.984375    115152.210938
159488.046875    -22462.689453    161062.125000
-97906.812500    -71243.156250    121083.984375
138485.375000    8131.335449    138723.890625
77864.375000    17561.388672    79820.195312
-93261.140625    -28252.689453    97446.671875
413.748413    85655.578125    85656.578125
39782.562500    -147281.781250    152560.062500
-115196.937500    14183.151367    116066.773438
56831.023438    144636.171875    155400.734375
41373.652344    -94393.078125    103062.273438
76833.804688    54133.558594    93988.703125
84841.406250    71399.625000    110887.195312
