-54.087891    -0.002197    54.087891
-11327.345703    34356.074219    36175.250000
20472.013672    -6638.192871    21521.359375
13793.738281    -30823.246094    33768.917969
25019.318359    -683.436340    25028.650391
23073.341797    -22771.607422    32417.976562
31434.179688    -25934.476562    40751.746094
7287.021484    -11658.923828    13748.861328
13336.283203    -7648.988281    15374.117188
6949.164062    -1320.765015    7073.563477
26700.160156    -12128.038086    29325.548828
23601.523438    -2894.360352    23778.335938
11643.845703    2657.342773    11943.224609
18877.693359    3350.785645    19172.769531
15287.666016    -10144.465820    18347.287109
16797.039062    1668.656250    16879.718750
19008.431641    -9313.156250    21167.318359
13005.649414    -2734.624268    13290.037109
23175.904297    5668.688477    23859.097656
18085.105469    -4264.863770    18581.175781
14838.149414    3325.152344    15206.160156
9956.382812    -5214.720703    11239.344727
25339.349609    -2796.134277    25493.156250
4280.795898    1028.492920    4402.614258
18135.396484    -3239.806641    18422.511719
31559.988281    -10998.524414    33421.554688
23396.123047    -3333.156738    23632.361328
-14431.936523    -23255.607422    27369.765625
-111.469070    -17087.675781    17088.039062
11997.161133    6660.665039    13722.111328
-23404.605469    6430.306641    24271.884766
-28189.265625    55468.132812    62220.160156
-6723.399902    6776.946289    9546.261719
87324.015625    35251.429688    94170.843750
77436.000000    22603.789062    80667.625000
43195.113281    8021.983887    43933.703125
115200.773438    -74165.953125    137010.234375
88839.500000    3377.866943    88903.695312
-21833.226562    -21061.253906    30335.890625
12203.277344    59442.199219    60681.917969
-49863.351562    23996.345703    55336.953125
42853.433594    -52362.820312    67663.000000
12393.740234    -1270.139893    12458.653320
-55364.730469    -9234.647461    56129.601562
-24019.964844    59029.414062    63729.355469
-51832.148438    74670.000000    90896.539062
72724.226562    1563.252075    72741.023438
44584.734375    32090.939453    54932.929688
-71.298180    49662.542969    49662.593750
-40000.828125    36560.195312    54191.460938
30557.277344    53954.906250    62007.089844
41297.777344    9041.354492    42275.910156
34621.023438    37614.835938    51122.316406
45430.085938    86404.781250    97620.070312
37810.265625    21261.857422    43378.367188
-36097.636719    30170.777344    47045.882812
8642.718750    14709.680664    17060.812500
33128.878906    200.875107    33129.488281
46526.726562    -38147.539062    60166.195312
-28118.060547    47249.839844    54983.386719
6778.168457    166941.812500    167079.359375
-3311.759521    166667.531250    166700.437500
-99587.687500    38634.882812    106819.289062
3593.185547    25308.017578    25561.822266
127465.054688    161640.453125    205851.828125
-62536.382812    62511.882812    88422.476562
180418.343750    -29776.357422    182859.000000
195017.578125    -236000.031250    306150.062500
-233731.250000    329310.187500    403826.062500
-85191.242188    -52083.546875    99851.109375
63658.441406    -141624.671875    155273.781250
146195.937500    100261.281250    177272.609375
162845.250000    84294.250000    183368.750000
-69069.492188    -257814.484375    266906.156250
-9819.456055    424956.531250    425069.968750
28551.558594    -239485.093750    241181.046875
302127.437500    -131245.734375    329403.156250
-374192.687500    48132.222656    377275.593750
405643.468750    -296860.343750    502665.593750
173628.812500    -250106.390625    304467.031250
394343.000000    37860.738281    396156.343750
291259.968750    11034.534180    291468.906250
192797.015625    761960.625000    785973.750000
331242.843750    479168.781250    582515.687500
-188168.828125    -748426.125000    771718.375000
22183.107422    845311.250000    845602.312500
-100610.390625    816511.937500    822687.187500
-1150152.375000    151114.140625    1160037.000000
-572919.625000    -90591.242188    580037.625000
-476601.593750    -871292.375000    993126.125000
