-4501.534180 0.000000 4501.534180 
8578.734375 5049.940430 9954.726562 
-46314.796875 9585.673828 47296.355469 
50994.046875 13516.229492 52754.917969 
-17381.535156 1815.362915 17476.078125 
-59048.308594 -35139.640625 68713.148438 
-52103.320312 31387.570312 60827.097656 
5247.487305 -35833.968750 36216.148438 
-37642.171875 -29311.773438 47708.628906 
-34000.437500 -8392.759766 35020.964844 
-22280.484375 4097.363281 22654.101562 
-27780.914062 3910.648926 28054.810547 
-11381.876953 -10536.892578 15510.422852 
-15581.791992 42207.367188 44991.710938 
-14134.162109 -11971.402344 18522.662109 
-50169.988281 32358.320312 59699.988281 
-63866.859375 31402.691406 71169.546875 
-23711.882812 3351.803223 23947.607422 
-31853.648438 68470.914062 75517.687500 
-22847.021484 29121.367188 37014.058594 
59502.046875 -8936.521484 60169.386719 
8793.820312 -58581.472656 59237.828125 
-5168.137207 5428.905762 7495.509277 
-32096.837891 -13862.416992 34962.460938 
-49550.789062 -34355.164062 60295.585938 
-4766.092773 21438.988281 21962.373047 
-31023.765625 2968.517334 31165.464844 
-25326.906250 23574.468750 34600.691406 
-51627.589844 13059.234375 53253.652344 
-58905.320312 -5033.373047 59119.976562 
-38396.937500 58477.375000 69956.617188 
-44037.882812 10886.821289 45363.621094 
-47838.578125 -15004.089844 50136.339844 
-42945.656250 19889.693359 47327.890625 
31262.935547 62094.531250 69520.515625 
-177975.062500 19839.925781 179077.484375 
142008.562500 -25355.855469 144254.468750 
-110489.117188 -64974.917969 128177.945312 
79459.664062 -214457.468750 228704.703125 
202732.468750 -133641.562500 242817.875000 
249349.656250 -258923.156250 359466.906250 
-850277.437500 156490.500000 864558.250000 
162899.593750 -63877.117188 174975.890625 
-495685.125000 -294147.000000 576390.687500 
-469616.687500 -261696.171875 537610.187500 
386277.875000 -299941.687500 489055.843750 
-775541.125000 -200842.796875 801125.375000 
98166.015625 -409370.687500 420976.156250 
61331.496094 -59599.710938 85520.046875 
326422.062500 463981.812500 567301.062500 
-225425.500000 -97462.835938 245592.468750 
459695.531250 -52119.820312 462640.750000 
-743093.562500 81210.992188 747518.062500 
480750.062500 -185281.984375 515218.437500 
3806.454590 264203.000000 264230.437500 
172603.031250 -396896.000000 432802.781250 
566123.500000 585015.937500 814088.125000 
46334.742188 -144999.375000 152222.625000 
448296.312500 -173536.625000 480712.531250 
-179001.718750 -499867.500000 530951.187500 
-379025.937500 -26098.820312 379923.437500 
17670.304688 503994.125000 504303.812500 
81068.710938 -712562.500000 717159.312500 
-74577.515625 -111877.406250 134455.796875 
316997.812500 -513754.125000 603681.125000 
-435588.250000 -120266.593750 451886.250000 
264853.312500 -590035.000000 646752.312500 
-191269.015625 220641.656250 292004.406250 
-554898.625000 718447.000000 907787.750000 
-475671.593750 22637.568359 476209.968750 
126393.218750 -120787.125000 174827.843750 
-127660.671875 -244270.875000 275618.406250 
19382.626953 -209356.421875 210251.750000 
314692.906250 -229242.250000 389337.406250 
-325491.468750 -206868.390625 385667.250000 
620540.312500 -178126.000000 645599.812500 
-92028.296875 -133110.656250 161826.000000 
307296.250000 -36921.015625 309506.312500 
403986.937500 157305.937500 433532.718750 
104956.453125 -83281.187500 133983.625000 
35977.074219 -165678.890625 169540.093750 
-301.475220 25941.525391 25943.277344 
-51309.250000 196410.156250 203001.453125 
260543.218750 27994.882812 262042.906250 
-340270.718750 -33543.148438 341920.031250 
20280.300781 103869.515625 105830.843750 
-197821.593750 114183.085938 228410.078125 
-26121.111328 -47572.664062 54272.191406 
243152.187500 42808.218750 246891.734375 
-275044.218750 139535.828125 308414.593750 
-12611.251953 -11524.226562 17083.662109 
-208382.640625 116976.664062 238970.421875 
-124176.687500 -190505.796875 227403.406250 
55342.679688 -287657.250000 292932.593750 
-108469.421875 -169229.718750 201008.234375 
43312.777344 177844.593750 183042.875000 
-197237.656250 19775.734375 198226.562500 
79977.492188 114973.031250 140054.265625 
127548.281250 81236.843750 151221.656250 
-72383.328125 -43982.148438 84698.140625 
41834.937500 -94062.453125 102946.140625 
-5561.022949 122763.812500 122889.703125 
-96004.812500 101001.187500 139349.062500 
122326.140625 6813.996094 122515.773438 
-21628.898438 191611.593750 192828.453125 
-112344.882812 255129.343750 278769.343750 
-142072.875000 149408.750000 206173.890625 
-29903.292969 54626.109375 62275.347656 
102655.242188 -156377.593750 187061.625000 
-45220.726562 -102942.593750 112437.054688 
43312.671875 27352.820312 51226.597656 
-41838.328125 13580.482422 43987.214844 
-17622.539062 8804.701172 19699.660156 
-10267.009766 33402.312500 34944.613281 
102295.859375 -21016.380859 104432.421875 
6505.282227 91954.984375 92184.804688 
54860.144531 22640.687500 59348.433594 
-77888.343750 149458.156250 168535.859375 
-26717.921875 81841.226562 86092.007812 
40919.812500 -68215.703125 79547.554688 
40337.695312 8339.983398 41190.835938 
167933.921875 22943.419922 169493.953125 
-21465.201172 77232.187500 80159.625000 
6960.401367 21641.933594 22733.685547 
-29780.259766 26759.833984 40036.890625 
188667.718750 -19496.679688 189672.437500 
49890.253906 8882.838867 50674.867188 
-24459.941406 25084.750000 35036.171875 
-17656.787109 35303.042969 39472.359375 
45252.445312 -838.973938 45260.222656 
150556.625000 132456.437500 200529.312500 
-81066.328125 16045.254883 82638.968750 
-32121.566406 -34026.304688 46792.996094 
12752.800781 -47005.132812 48704.378906 
-47696.867188 -43030.238281 64238.558594 
51716.382812 -211.685608 51716.816406 
47589.218750 -4528.762695 47804.218750 
-59888.703125 34392.035156 69061.343750 
-109077.859375 -30515.976562 113266.078125 
9667.738281 43266.414062 44333.371094 
28892.242188 -60126.984375 66708.437500 
-48533.453125 24134.269531 54202.945312 
-34362.492188 84154.609375 90899.828125 
-19494.572266 6999.526367 20713.080078 
-9843.042969 39294.906250 40508.949219 
-86839.265625 -25102.613281 90394.687500 
-6340.905762 97436.093750 97642.203125 
-13043.354492 17790.705078 22059.878906 
4182.165039 60317.523438 60462.335938 
103281.953125 21350.019531 105465.562500 
-52827.687500 30865.371094 61183.625000 
-28664.832031 -50459.253906 58032.828125 
-43268.382812 49349.703125 65631.898438 
53521.320312 31348.027344 62026.046875 
-28492.082031 72103.687500 77528.960938 
15247.293945 -205.376877 15248.676758 
21513.236328 18855.917969 28607.078125 
39925.437500 -17937.550781 43769.812500 
70729.468750 36002.070312 79365.023438 
-30360.851562 18216.988281 35406.777344 
-10554.607422 -60202.558594 61120.765625 
8026.746094 -45486.750000 46189.535156 
-25578.980469 24730.015625 35578.898438 
60731.578125 -6194.253906 61046.648438 
-24069.277344 37569.585938 44618.425781 
7477.393066 36377.117188 37137.664062 
11866.392578 -20688.082031 23849.695312 
4626.463867 -7192.370117 8551.862305 
-26051.605469 -25053.406250 36143.593750 
19378.960938 30268.566406 35940.648438 
42019.546875 24025.578125 48403.210938 
-3837.946777 21190.476562 21535.230469 
16088.335938 -11364.572266 19697.412109 
-45396.531250 30863.101562 54894.226562 
17889.582031 8086.495117 19632.333984 
-29352.513672 -17947.304688 34404.589844 
8907.220703 -18052.277344 20130.158203 
35411.355469 -30900.621094 46998.003906 
35465.132812 16594.552734 39155.519531 
15790.164062 -10973.021484 19228.533203 
-22182.199219 38747.121094 44647.386719 
22962.117188 23273.798828 32694.472656 
-2602.421387 -11455.861328 11747.738281 
39181.070312 2292.011963 39248.050781 
41425.929688 -48166.007812 63530.085938 
19817.632812 48472.968750 52367.617188 
19604.832031 -27279.792969 33593.699219 
-26743.433594 39678.230469 47849.488281 
51227.015625 11674.884766 52540.554688 
-41502.265625 -24364.871094 48125.718750 
47388.226562 -13790.066406 49353.925781 
-35719.453125 32643.816406 48389.027344 
23289.363281 -31690.181641 39327.625000 
-65202.628906 -13113.596680 66508.265625 
34540.734375 -9461.435547 35813.140625 
