-5866.105469 0.000000 
-27102.097656 -8977.966797 
-29926.677734 9270.550781 
-33146.269531 7333.805664 
-19143.382812 -620.731995 
-22696.269531 -7385.427734 
-22585.089844 2278.064941 
-27952.275391 -5850.020996 
-23213.960938 109.920547 
-27630.466797 -886.670898 
-21741.376953 -5326.876953 
-30430.498047 -15931.796875 
-30037.191406 4409.505859 
-17633.054688 -9668.856445 
-27710.533203 -7930.229492 
-24755.185547 5551.966797 
-22093.828125 783.745178 
-9756.783203 -34566.140625 
-30913.664062 25468.546875 
-17011.035156 28888.593750 
11254.281250 14657.458008 
30312.500000 77003.375000 
-43561.804688 -73228.625000 
43252.992188 5144.737305 
-62275.515625 -4670.361328 
-50990.398438 21207.816406 
-46906.804688 9748.634766 
-93834.835938 21382.132812 
-62219.304688 3663.501465 
-40413.410156 -56174.335938 
-59041.695312 54687.023438 
-80680.726562 39308.335938 
-195074.156250 133478.687500 
-111319.390625 123521.062500 
-534376.000000 601126.625000 
288486.187500 -803170.875000 
104028.273438 -60071.664062 
42074.828125 135461.203125 
74025.773438 -115495.992188 
262998.781250 25602.757812 
20859.142578 -20365.021484 
-523806.000000 -181586.156250 
-169503.843750 -321207.000000 
190896.593750 47571.710938 
-176039.656250 -400793.187500 
-456589.125000 -365088.562500 
39899.890625 -104119.843750 
-225338.031250 -615151.250000 
4794.633789 392186.000000 
120452.390625 43319.906250 
442174.562500 -370229.875000 
-710082.062500 -187208.656250 
55852.976562 376712.375000 
438678.437500 -459265.625000 
-451567.375000 17422.597656 
916417.000000 -703642.000000 
-13184.152344 306199.406250 
610286.625000 -317271.625000 
52100.875000 588241.000000 
-178006.156250 -2239.721191 
-277757.500000 19087.794922 
83655.625000 469841.843750 
30391.812500 424470.687500 
92945.679688 -9692.456055 
216268.937500 51155.378906 
-62345.882812 -180066.531250 
118092.765625 94249.375000 
-17574.937500 127138.687500 
294951.312500 -65680.914062 
-106337.640625 -419602.062500 
64652.820312 173111.156250 
201801.875000 -35230.968750 
-314287.562500 199411.406250 
190885.734375 174092.750000 
283882.843750 515221.500000 
-86385.968750 -61711.976562 
-101211.468750 103928.421875 
104557.312500 302522.750000 
143511.531250 42479.144531 
60625.585938 -56192.695312 
138406.515625 275863.062500 
-14109.443359 -130273.187500 
-196444.312500 -117717.359375 
-189271.156250 14629.569336 
-92450.562500 -28816.660156 
66059.812500 21787.646484 
94491.296875 80437.617188 
57405.671875 -29696.527344 
145982.718750 192343.812500 
-57426.886719 -107897.945312 
-30300.724609 -23466.876953 
46168.566406 21407.664062 
61270.687500 -57990.109375 
-164490.500000 -93448.945312 
-40718.359375 -75365.179688 
-47234.222656 -42243.507812 
128081.117188 20418.021484 
67862.984375 -101563.296875 
-7428.605957 -6787.649902 
-162037.875000 108787.570312 
-98474.445312 65128.546875 
-146524.187500 125623.210938 
-71281.156250 11139.160156 
-68515.406250 -20558.078125 
-38645.359375 -67896.609375 
99839.859375 -28026.769531 
11986.593750 -59535.554688 
14516.242188 -20130.080078 
-75736.773438 155827.062500 
57955.640625 88147.375000 
25736.615234 51865.203125 
42791.019531 -15781.343750 
141892.390625 -76332.203125 
-5252.858398 -67421.359375 
-19473.554688 30290.644531 
-34151.210938 -33384.367188 
-61916.636719 48360.734375 
-37186.707031 -92662.968750 
84370.289062 -2327.205078 
-8012.435547 -11257.895508 
47732.437500 36512.648438 
145378.687500 -32886.132812 
44290.929688 -25244.488281 
17662.585938 -28945.468750 
77761.023438 19731.335938 
103824.515625 -34925.316406 
59240.718750 15578.127930 
-70999.609375 -5827.420898 
50064.871094 4798.753906 
40588.765625 112939.390625 
17478.634766 -56574.273438 
-13451.302734 35324.281250 
14155.363281 -16149.664062 
37578.156250 35754.687500 
15511.241211 46846.710938 
-30242.310547 14850.056641 
-29821.832031 -97291.085938 
-5793.368164 13838.847656 
4807.147461 -39452.601562 
17960.101562 60210.164062 
13479.022461 -112559.171875 
29971.210938 88589.156250 
72415.796875 125409.320312 
-70145.890625 10254.066406 
-82402.046875 -32598.054688 
89408.562500 -74133.687500 
23286.738281 24524.255859 
-36060.125000 26121.964844 
97267.632812 14881.597656 
-68806.343750 108451.351562 
-35255.539062 21481.187500 
125983.242188 42252.882812 
69865.132812 -121940.359375 
-99281.265625 -29633.277344 
48951.574219 -72597.101562 
32835.546875 62145.410156 
-1532.414307 -57358.171875 
-141634.218750 -6207.104980 
-51009.859375 18819.207031 
109229.906250 -42851.898438 
-3709.178223 84705.156250 
102394.421875 33602.109375 
58550.265625 -47084.828125 
48149.031250 68933.453125 
-61775.312500 36500.960938 
-27688.382812 -27162.123047 
44006.035156 9916.753906 
34392.863281 -51137.625000 
5550.429199 -21496.150391 
4805.984375 -12915.809570 
-26550.289062 -40229.144531 
-102913.054688 -14100.046875 
24001.093750 -33818.101562 
-32127.039062 4249.441895 
12109.216797 5123.242188 
539.608276 25407.494141 
56758.507812 12879.799805 
52544.789062 -71135.281250 
-8889.979492 39947.328125 
21083.279297 17116.164062 
1352.612061 34403.015625 
-2068.584961 38294.578125 
-14407.540039 65323.406250 
23231.488281 -27281.505859 
